committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M11,201711179086715960,29,7A47472C88EF9768346,1191544,COM,OTHER COMMITTEE,,,MCCOLLISTER FOR LEGISLATURE,NE,,,,,NONFEDERAL CONTRIBUTION,,,2017-10-23 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-11-18 01:52:18.617,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4111720171464090707,OMAHA,68124,OTHER,,2018,SB,4111720171465474710,http://docquery.fec.gov/cgi-bin/fecimg/?201711179086715960,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M11,201711179086715960,29,9C209E56AFBC0EBF2C2,1191544,COM,OTHER COMMITTEE,,,PANSING BROOKS FOR LEGISLATURE,NE,,,,,NONFEDERAL CONTRIBUTION,,,2017-10-23 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-11-18 01:52:22.685,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4111720171464090707,LINCOLN,68502,OTHER,,2018,SB,4111720171465474712,http://docquery.fec.gov/cgi-bin/fecimg/?201711179086715960,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M11,201711179086715963,29,A858CC5494DCD67EACD,1191544,COM,OTHER COMMITTEE,,,VARGAS FOR NEBRASKA,NE,,,,,NONFEDERAL CONTRIBUTION,,,2017-10-23 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-11-18 01:52:22.685,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4111720171464090707,OMAHA,68108,OTHER,,2018,SB,4111720171465474728,http://docquery.fec.gov/cgi-bin/fecimg/?201711179086715963,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M11,201711179086715963,29,45E27411C03B5F0E2FD,1191544,COM,OTHER COMMITTEE,,,WATERMEIER FOR LEGISLATURE,NE,,,,,NONFEDERAL CONTRIBUTION,,,2017-10-23 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-11-18 01:52:24.35,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4111720171464090707,SYRACUSE,68446,OTHER,,2018,SB,4111720171465474730,http://docquery.fec.gov/cgi-bin/fecimg/?201711179086715963,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M12,201712199089255240,29,06DBEA450FEBB98C391,1194554,COM,OTHER COMMITTEE,,,CITIZENS FOR GARDNER COMMITTEE,OH,,,,,NONFEDERAL CONTRIBUTION,,,2017-11-03 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-21 01:51:42.745,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4121920171489093638,BOWLING GREEN,43402,OTHER,,2018,SB,4122020171489212334,http://docquery.fec.gov/cgi-bin/fecimg/?201712199089255240,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M12,201712199089255241,29,BE32DD9165FF8869844,1194554,COM,OTHER COMMITTEE,,,CITIZENS FOR OBHOF,OH,,,,,NONFEDERAL CONTRIBUTION,,,2017-11-03 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-21 01:51:39.53,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4121920171489093638,MEDINA,44256,OTHER,,2018,SB,4122020171489212336,http://docquery.fec.gov/cgi-bin/fecimg/?201712199089255241,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M12,201712199089255241,29,58E99C9284A38A32967,1194554,COM,OTHER COMMITTEE,,,COMMITTEE TO ELECT CLIFF ROSENBERGER,OH,,,,,NONFEDERAL CONTRIBUTION,,,2017-11-03 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-21 01:51:39.53,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4121920171489093638,CLARKSVILLE,45113,OTHER,,2018,SB,4122020171489212338,http://docquery.fec.gov/cgi-bin/fecimg/?201712199089255241,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M12,201712199089255242,29,6F3A049FF35556CCB64,1194554,COM,OTHER COMMITTEE,,,FRIENDS OF RYAN SMITH,OH,,,,,NONFEDERAL CONTRIBUTION,,,2017-11-03 00:00:00,500.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-21 01:51:47.044,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4121920171489093638,GALLIPOLIS,45631,OTHER,,2018,SB,4122020171489212342,http://docquery.fec.gov/cgi-bin/fecimg/?201712199089255242,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M2,201702179049710020,21B,1426E3156A1277C19A4,1149564,ORG,ORGANIZATION,,,WELLS FARGO,CA,,,,,BANK FEE,,,2017-01-11 00:00:00,629.64,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,F3X,4021720171370987668,SAN FRANCISCO,94163,OTHER,,2018,SB,4021720171371083072,http://docquery.fec.gov/cgi-bin/fecimg/?201702179049710020,Other Federal Operating Expenditures,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606131,21B,V138187760BA56A3847B,1199603,ORG,ORGANIZATION,,,"PAYPAL, INC.",IL,,,,,CREDIT CARD PROCESSING FEES,,,2017-12-27 00:00:00,682.65,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:01.944,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,F3X,4012420181503101804,CHICAGO,60677,OTHER,,2018,SB,4012420181503167206,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606131,Other Federal Operating Expenditures,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M5,201705189054011831,21B,0386B95EF0AE1CA7F2F,1163027,ORG,ORGANIZATION,,,WELLS FARGO,CA,,,,,BANK FEE,,,2017-04-11 00:00:00,702.48,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-06-18 08:49:40.197535,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,F3X,4051820171405154004,SAN FRANCISCO,94163,OTHER,,2018,SB,4051820171405196449,http://docquery.fec.gov/cgi-bin/fecimg/?201705189054011831,Other Federal Operating Expenditures,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,M9,201709159074736221,29,43B3C8A419FFCB523D0,1182049,COM,OTHER COMMITTEE,,,ZALEWSKI FOR STATE REPRESENTATIVE,IL,,,,,NONFEDERAL CONTRIBUTION,,,2017-08-31 00:00:00,750.00,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2017-09-16 01:53:58.186,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4091520171455533034,RIVERSIDE,60546,OTHER,,2018,SB,4091520171455560274,http://docquery.fec.gov/cgi-bin/fecimg/?201709159074736221,Other Disbursements,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M5,201805189112097221,21B,FB32D472C0F3095AC55,1232331,ORG,ORGANIZATION,,,WELLS FARGO,CA,,,,,BANK FEE,,,2018-04-11 00:00:00,812.23,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-19 01:30:17.767,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,F3X,4051820181565899691,SAN FRANCISCO,94163,OTHER,,2018,SB,4051820181565912598,http://docquery.fec.gov/cgi-bin/fecimg/?201805189112097221,Other Federal Operating Expenditures,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2018,M6,201806199113752629,21B,412D17C63E40B62FD56,1239047,ORG,ORGANIZATION,,,WELLS FARGO,CA,,,,,BANK FEE,,,2018-05-10 00:00:00,841.93,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2018-06-20 01:29:50.267,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,F3X,4061920181570797654,SAN FRANCISCO,94163,OTHER,,2018,SB,4061920181570820693,http://docquery.fec.gov/cgi-bin/fecimg/?201806199113752629,Other Federal Operating Expenditures,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606132,23,3A5ABD1FE38BEEB9AAF,1199603,PAC,POLITICAL ACTION COMMITTEE,C00629212,C00629212,ALL FOR OUR COUNTRY LEADERSHIP PAC,DC,ALL FOR OUR COUNTRY LEADERSHIP PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,2017-12-07 00:00:00,1000.00,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:58.806,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4012420181503167208,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606132,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606134,23,6B95ED4A0E3E5F8EAE6,1199603,CCM,CAMPAIGN COMMITTEE,C00545673,C00545673,BYRNE FOR CONGRESS,AL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,01,H4AL01123,"BYRNE, BRADLEY ROBERTS",BRADLEY,BYRNE,ROBERTS,,,AL,ALABAMA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:56.713,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,MOBILE,36652,CONTRIBUTIONS,,2018,SB,4012420181503167222,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606134,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606135,23,9F3BF9A6B4D623ECC42,1199603,CCM,CAMPAIGN COMMITTEE,C00379735,C00379735,COLE FOR CONGRESS,OK,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,04,H2OK04055,"COLE, THOMAS JEFFERY",THOMAS,COLE,JEFFERY,,,OK,OKLAHOMA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:14.459,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,NORMAN,73070,CONTRIBUTIONS,,2018,SB,4012420181503167226,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606135,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606135,23,55781F55704B7487D18,1199603,CCM,CAMPAIGN COMMITTEE,C00271312,C00271312,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS,MD,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,07,H2NY00010,"VELAZQUEZ, NYDIA MARGARITA",NYDIA,VELAZQUEZ,MARGARITA,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:53.527,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,GAITHERSBURG,20878,CONTRIBUTIONS,,2018,SB,4012420181503167230,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606135,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606136,23,A313A192AE4142598D2,1199603,CCM,CAMPAIGN COMMITTEE,C00393652,C00393652,DONNELLY FOR INDIANA,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,2017-12-07 00:00:00,1000.00,S,SENATE,,S2IN00091,"DONNELLY, JOSEPH SIMON SR.",JOSEPH,DONNELLY,SIMON,,SR.,IN,INDIANA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:50.322,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,WASHINGTON,20036,CONTRIBUTIONS,,2018,SB,4012420181503167232,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606136,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606136,23,76F21BFF57CD5BAEE23,1199603,PAC,POLITICAL ACTION COMMITTEE,C00564187,C00564187,EDUCATE AND INNOVATE PAC,DC,EDUCATE AND INNOVATE PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,2017-12-07 00:00:00,1000.00,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:50.322,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4012420181503167234,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606136,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606136,23,72048DABE30247EDFB8,1199603,PAC,POLITICAL ACTION COMMITTEE,C00629071,C00629071,FEARLESS FOR THE PEOPLE PAC,CA,FEARLESS FOR THE PEOPLE PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,2017-12-07 00:00:00,1000.00,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:57.769,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,LOS ANGELES,90017,CONTRIBUTIONS,,2018,SB,4012420181503167236,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606136,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606137,23,615C5CA1CADA3B436CB,1199603,CCM,CAMPAIGN COMMITTEE,C00439661,C00439661,FRIENDS OF ERIK PAULSEN,MN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,03,H8MN03077,"PAULSEN, ERIK",ERIK,PAULSEN,,,,MN,MINNESOTA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:17.585,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,EDEN PRAIRIE,55344,CONTRIBUTIONS,,2018,SB,4012420181503167238,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606137,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606137,23,34A5A0CFB2AE8E0546E,1199603,CCM,CAMPAIGN COMMITTEE,C00255562,C00255562,FRIENDS OF JIM CLYBURN,SC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,06,H2SC02042,"CLYBURN, JAMES E.",JAMES,CLYBURN,E.,,,SC,SOUTH CAROLINA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:17.585,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,COLUMBIA,29211,CONTRIBUTIONS,,2018,SB,4012420181503167240,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606137,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606138,23,91C04F473BE5924E035,1199603,CCM,CAMPAIGN COMMITTEE,C00558627,C00558627,GALLEGO FOR ARIZONA,AZ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-07 00:00:00,1000.00,H,HOUSE,07,H4AZ07043,"GALLEGO, RUBEN M.",RUBEN,GALLEGO,M.,,,AZ,ARIZONA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:52.448,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,PHOENIX,85001,CONTRIBUTIONS,,2018,SB,4012420181503167244,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606138,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606138,23,67C4629D9ABCA5B80BB,1199603,CCM,CAMPAIGN COMMITTEE,C00558486,C00558486,GARRET GRAVES FOR CONGRESS,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,06,H4LA06153,"GRAVES, GARRET NEAL",GARRET,GRAVES,NEAL,,,LA,LOUISIANA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:09.269,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,BATON ROUGE,70896,CONTRIBUTIONS,,2018,SB,4012420181503167246,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606138,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606139,23,48733DE358470D38EEF,1199603,CCM,CAMPAIGN COMMITTEE,C00473371,C00473371,HOEVEN FOR SENATE,ND,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2022 PRIMARY,,,2017-12-20 00:00:00,1000.00,S,SENATE,,S0ND00093,"HOEVEN, JOHN HENRY III",JOHN,HOEVEN,HENRY,,III,ND,NORTH DAKOTA,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:13.42,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,BISMARCK,58502,CONTRIBUTIONS,,2018,SB,4012420181503167254,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606139,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606140,23,ACC8A260D59F4FB62B8,1199603,CCM,CAMPAIGN COMMITTEE,C00504522,C00504522,HUDSON FOR CONGRESS,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,08,H2NC08185,"HUDSON, RICHARD LANE JR.",RICHARD,HUDSON,LANE,,JR.,NC,NORTH CAROLINA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:13.42,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,CONCORD,28027,CONTRIBUTIONS,,2018,SB,4012420181503167256,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606140,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606140,23,DFAC1E6E02C4513B21A,1199603,CCM,CAMPAIGN COMMITTEE,C00416594,C00416594,JIM JORDAN FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,04,H6OH04082,"JORDAN, JAMES DANIEL",JAMES,JORDAN,DANIEL,,,OH,OHIO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:49.231,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,URBANA,43078,CONTRIBUTIONS,,2018,SB,4012420181503167260,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606140,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606141,23,E9920E5E413BB9D283C,1199603,CCM,CAMPAIGN COMMITTEE,C00476820,C00476820,JOHNSON FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,06,H0OH06189,"JOHNSON, WILLIAM L.",WILLIAM,JOHNSON,L.,,,OH,OHIO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:12.393,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,MARIETTA,45750,CONTRIBUTIONS,,2018,SB,4012420181503167262,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606141,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606141,23,7B5C6D08CBD8DFA9A9A,1199603,CCM,CAMPAIGN COMMITTEE,C00476523,C00476523,KAREN BASS FOR CONGRESS,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,37,H0CA33117,"BASS, KAREN RUTH",KAREN,BASS,RUTH,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:54.591,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4012420181503167264,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606141,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606141,23,1040D5897C6DB34F52C,1199603,CCM,CAMPAIGN COMMITTEE,C00556365,C00556365,KATKO FOR CONGRESS,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,24,H4NY24073,"KATKO, JOHN MICHAEL",JOHN,KATKO,MICHAEL,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:45.949,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,ALEXANDRIA,22314,CONTRIBUTIONS,,2018,SB,4012420181503167266,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606141,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606142,23,1D2037677C4173CAF2C,1199603,CCM,CAMPAIGN COMMITTEE,C00431353,C00431353,KLOBUCHAR FOR MINNESOTA,MN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,2017-12-07 00:00:00,1000.00,S,SENATE,,S6MN00267,"KLOBUCHAR, AMY JEAN",AMY,KLOBUCHAR,JEAN,,,MN,MINNESOTA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:52.448,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,ST PAUL,55104,CONTRIBUTIONS,,2018,SB,4012420181503167270,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606142,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606142,23,50BF1714DC57B847016,1199603,CCM,CAMPAIGN COMMITTEE,C00614826,C00614826,KUSTOFF FOR CONGRESS,TN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,08,H2TN07103,"KUSTOFF, DAVID F.",DAVID,KUSTOFF,F.,,,TN,TENNESSEE,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:55:16.563,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,MEMPHIS,38120,CONTRIBUTIONS,,2018,SB,4012420181503167272,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606142,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00227546,MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,2017,YE,201801249090606143,23,3D129AEB22CFC7581A4,1199603,CCM,CAMPAIGN COMMITTEE,C00590778,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS,DE,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,2017-12-22 00:00:00,1000.00,H,HOUSE,01,H6DE00206,"BLUNT ROCHESTER, LISA",LISA,BLUNT ROCHESTER,,,,DE,DELAWARE,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,2018-01-25 01:54:43.303,,,,0.00,,,,011,Political Contributions,,,,,,,F3X,4012420181503101804,WILMINGTON,19809,CONTRIBUTIONS,,2018,SB,4012420181503167274,http://docquery.fec.gov/cgi-bin/fecimg/?201801249090606143,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
